Product:,"Ricoh 910725 Theta V camera, Metallic Gray" 
URL:,https://www.amazon.ca/Ricoh-Theta-camera-Metallic-Gray/dp/B074W5BKYS/ref=sr_1_1_sspa?dchild=1&keywords=electronics&qid=1606075994&sr=8-1-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEzS0gzVkdONUtPNldWJmVuY3J5cHRlZElkPUEwMTUwNDQ1MTZNWjZMNzc3MjIyTCZlbmNyeXB0ZWRBZElkPUEwOTAzODIwMlk1WDNGVDhGSFhESCZ3aWRnZXROYW1lPXNwX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU= 
Price:,439.00 
Overall Rating:,4.4 out of 5 stars 
Reviews: 
Title,Rating,Review,Date,Author 
,,works great!,"Reviewed in the United States on October 4, 2016",Jill
,,Product arrived on time as promised and is an excellent choice.,"Reviewed in the United States on April 11, 2015",Il cane
,,Great idea! love product,"Reviewed in the United States on December 29, 2014",Susan
,,This is awesome. Cleans electronics SO well and easily!,"Reviewed in the United States on August 24, 2014",Lisa Thompson
,,Works very well.,"Reviewed in the United States on December 28, 2014",MH
,,Cleans very nicely.,"Reviewed in the United States on May 14, 2016",AG
,,Love this product!,"Reviewed in the United States on March 6, 2016",CraftyLady
,,It is practical and very useful. Fulfills my expectation.,"Reviewed in the United States on September 29, 2015",Arlindo Moreira F Filho
,,i love thse cloths,"Reviewed in the United States on January 10, 2015",kathy lancaster
,,My cloth came with a dirt mark on it.,"Reviewed in the United States on July 19, 2019",mary
,,Best window and mirror cloth made,"Reviewed in the United States on April 7, 2019",Amazon Customer
,,Works great.,"Reviewed in the United States on October 21, 2015",Mary Barr
,,"Does a good job cleaning computer screen, phone and my kindle fire.","Reviewed in the United States on February 22, 2015",Sandra S. Yute
,,I keep this cloth right on the top of my mac for convenience.  It performs well at cleaning the screen.,"Reviewed in the United States on August 29, 2016",Jude
,,Safe and soft for my electronics!,"Reviewed in the United States on March 2, 2015",Stacey Aguirre
,,These e-cloths are amazing. All of them are wonderful. I have the eyeglass ecloth and the stainless steel cloth..... Oh and the glass cloth... The best!!! Highly recommend!!,"Reviewed in the United States on March 22, 2015",Carol M.
""
Product:,"Keurig K-Compact Coffee Maker, Black"
URL:,https://www.amazon.ca/Keurig-Compact-Brewing-System-Black/dp/B071FQS4TM/ref=sr_1_33?dchild=1&keywords=electronics&qid=1606075994&sr=8-33
Price:,88.00
Overall Rating:,4.6 out of 5 stars
Reviews:
Title,Rating,Review,Date,Author
Here’s what we figured out...,5.0,I did read reviews that coffee had plastic taste but our first cups were great. Then next morning yep there it was that plastic sort of smell and taste. Was going to return but we finally figured it out!! It’s when the water sits in the reservoir. We get same taste sometimes if water sits in our water jug in fridge. Now we just add the fresh water before we make our cup. No biggy really and I’m glad as it’s very cute and great size for my kitchen.,"June 27, 2019",Gail Di Pietra
Perfect Keurig for Smaller Kitchens ... Compact Size - Full Size Performance,5.0,"This is the Perfect Keurig Machine when counter space is limited. We have a full size Keurig K50 machine at home however the kitchen at our lake cabin is a lot smaller and counter space is at a premium. This Keurig K35 machine is about the same depth as the K50 machine but 30% narrower.  The water reservoir is at the back of the K35 machine instead of the size and is smaller.  You get two full large cups of your favorite beverage before needed to refill the reservoir. If you're having company and need to make several cups of coffee at a time then the full sized Keurig K50 machine is probably a better choice since you will not have to refill the reservoir as often.  If you have a small kitchen and only need to make one or two cups of coffee in the morning and occasionally throughout the day or evening this compact K35 would do the job while saving you counter space.  Other places where the smaller K35 would work best .... apartments, campers, trailers, cottages and anybody who only drinks a couple of cups a coffee a day. Take a look at the pictures.  The Keuring K35 machine similar in size to a large roll of paper towel. Compact Size with Full Size Performance  ...  Highly Recommend.","February 9, 2018",The Tech Guy
"Great taste, great tempurate, great size.",5.0,"1 year later: I use this machine every day, up to 3 times a day. I make coffee and tea (no k-cup, just water). I live in an area with hard water. I never use filtered water in my keurig, but I do clean with out with a vinegar+filtered-water solution every 3 months. After over a year, the machine still works great, though it is noisier than when I first got it. I absolutely love this coffee machine! A regular sized Keurig is too big for my counter. This coffee machine makes great tasting coffee super quickly. This one makes coffee that is plenty hot enough for everyone. I love hot coffee so this compact machine perfect for me (my boyfriend doesn't so he actually has to wait for his to cool down!) Some people complained about plastic taste even after running hot water through the machine. What people don't realise, though is that you should take the reservoir out and wash it thoroughly before running hot water through the machine. I did this and had no taste issues.","January 5, 2019",Anonymous
Makes hot coffee that tastes fine,5.0,"I can't speak to durability, as I only got this yesterday.  However I was quick to wash the reservoir out with dish liquid, as one previous reviewer had suggested, since there were many complaints that there was a plastic taste.  (Post production grit cannot just be rinsed off - you have to wash it, like you'd wash any dishes.)  I've had a bad experience with a much earlier Keurig model that did not brew hot coffee.  I need my coffee hot, and this is more than sufficient.  I think a hundred bucks is steep for a coffee maker, but as compared to other Keurig models, it was the best price for one that had such high reviews.  The reservoir is a bit of a pain in the arse, being located on the back.  I can't take it in and out to refill very easily, like I could with my old Keurig that had a reservoir on the side, so I have to refill it from glasses of water - but not a deal-breaker.  All in all, happy with my purchase.","February 28, 2019",Amazon Customer
Good for a couple,4.0,"My old Keurig K60 finally died after 7 years of almost daily use. I wanted something with a reservoir but it didn't have to be big. This model seemed to suit our needs. This model works just fine. I did notice that the pump is a bit louder than my previous model. It seems to heat up faster, but I can't be sure. Overall, this is great for a couple as the reservoir is really only good enough for 2 big cups of coffee before you'd need to refill it.","January 6, 2019",Karl A Plesz
Plastic taste,2.0,Unfortunately mine had the common problem of plastic taste.. tried to get rid of it but it won’t go away.. had to return it,"October 1, 2018",Tony
Good ...,4.0,I like the fact that it is simple and no-nonsense to operate. 3 months and no problem at all. One small thing... The top edge of the reservoir in the back is shaped like a crescent curved downward. So it is hard to see if the water will overflow during re-fill ... specially hard to see under the kitchen cabinet.,"September 21, 2018",Amazon Customer
PERFECTION for your coffee needs!,5.0,"The Keurig K35 Compact Hot Brewing system was EXACTLY what we were looking for to fit in our apartment; we saved space while still able to receive the perfect coffee within seconds!  I was afraid to choose one of the many versions available, but I now know that this was the perfect match for me!","September 7, 2018",Amazon Customer
"DO NOT BUY WAREHOUSE ""DEAL""",2.0,"Warning if you are going to buy ""warehouse inspected"".. they don't inspect anything The unit came disaligned on casing, I took it apart and put it back correctly. Not it disaligned anymore. Few clips were broke, back water tank doesn't fit properly.. and whole unit was soaked, including inside, which can't be good for any electrical. Makes the strangest noises, (I've heard a keireg and tassimo) it's like it's on its last legs. Not impressed at all.. I won't be buying ""warehouse inspected"" again.. what a shame.. but I was warned, Soni saved 40$ and got a unit that will likely break within the week","October 28, 2019",George H
Might be a larger appliance than you thought,5.0,"It turned out to be a lot bigger than I thought it would be! Most of the size is at the back of the machine though, where the water vessel is housed. Pretty easy to use from the box. Remove transport tape, rinse water vessel, do short run-through with water first. Takes 3 minutes for ""initial set-up"" then so easy to use for coffee! Bought as a gift for my mother. Uses same Keurig  pods that my other Keurig machine at home uses. Easy and makes great coffee fast!","June 11, 2020",Me
Keurig makes sub standard coffee machines,1.0,"I ordered a Keurig coffee maker that was exactly like the last one I had (which wouldn't allow me to press the brew buttons). When I received the new Keurig, it looked exactly the same as the last one, but it would not allow me to use the reusable coffee filter pods which I had used in the previous one. I have had to buy at least 4 or 5 Keurigs in the past 5 years - they do not last long, but I love the idea of having a fresh cup of coffee each time... It seems to me that Keurig purposely changes their machines so that you can not use parts/filters from previous ones. They just want to make money, not satisfy the public. I will no longer buy any Keurig machine - very disappointed!","November 3, 2019",Amazon Customer
Works perfect for family of two people!,5.0,"I read a lot of reviews before I bought it. Some reviews were positive, some negative. We have a small kitchen downstairs and haven't had a coffee machine there and when we spend time there watching TV or working at the computer we always run upstairs to get a cup of coffee.  So, when I saw this coffee machine I was sure it was exactly what we needed for family of two people. And it works perfect for us. It is small but enough for two cups of coffee and it fits our small kitchen. Some people wrote that it was a plastic smell, but we rinse it as instruction said and there isn't any small. We are pleased, satisfied and love our small coffee machine.","December 21, 2019",Valentina Steigenga
Think twice!,1.0,"I purchased the machine for my office. After the first use, water was leaking from the base and created a huge mess. Amazon customer service was helpful and put me in touch with a Keurig customer representative. On the phone they said all the right things but when it came down to replacing my machine while still under warranty, they made it incredibly difficult to get a new one. Excercise caution when buying Keurig. I have yet to receive my replacement.","August 2, 2020",Darcy Grant
Great coffee maker,5.0,I am a casual coffee drinker and this has lasted me a couple years now.  It's a good smaller compact machine and doesn't seem to take much room in my limited space kitchen.  I can get about 3 or 4 large cups from a tank of water.  I use a stainless steel reusable Kcup with it for sustainable options and I love this system.,"July 8, 2020",Jennifer L.
Life saver,5.0,"Honestly...have you ever gone days without coffee? I did...2 to be exact. When my coffee maker (not a Keurig) decided it was over worked and underpaid, much like myself, it decided to quit. Luckily, I found this beauty on sale and it was at my door step only 2 days after ordering. It's gorgeous and makes an amazing cup of coffee. I can now safely leave my home.","May 22, 2019",Marie
Who really knows how coffee is made ?,5.0,"I love this machine.  Fits on your counter, 4 buttons, easy to use, no extra krap.  Push start get coffee.  Who has the time to set up all that equipment, boil water, find filters and a spoon to scoop out a mystery amount of coffee grounds and get a mystery cup of coffee ?  I love that this has a large water tank.  The future has arrived.  Get this. You'll be glad you did.","May 31, 2020",Freddy2Dogs
Great Brewer,5.0,"After almost 10 years, I had to retire my original Keurig brewer for my office and this was the replacement. It has a couple of improvements that I like - it heats up faster than the predecessor. Also, I like that once I drop the K-Cup in, I can select my brew size while it's heating up. The water tank is a bit smaller than my previous Keurig, but I've just learned to fill  a separate jug with water to lower the number of times I have to go fill up the tank. Overall I'm very happy with this purchase.","February 19, 2019",Isherlaufer
Beware,1.0,Wéve purchase two at differing times.. Beware as they can cause a instantaneous fire.  The first one burnt our outlets by overheating and luckily the power surge tripped.  The second started to boil on it’s own (never put it on).  Luckily it happened while we were watching TV.  Other reviews on line mention the same.  These should be pulled from the market.,"August 29, 2020",None
Gets louder and louder,2.0,"I got my keurig 4 months ago but held off writing a review until I knew how it held up. The plastic taste people are talking about, you don't get that if you don't leave your water sitting in the machine.Only a minor inconvience. I have cleaned mine twice in the 4 months in which I have owned it and it still gets louder and louder.Tho I do like the convience of using the kcups","November 9, 2019",holly
Can't really complain much for my first Keurig machine,4.0,"Being my first Keurig, I really do like it. It does what i want it to do, and doesn't make a mess doing it, but my only complaint, and the only reason it gets 4 stars out of 5 is it does feel cheap. The handle you use to lift the top and press it down is plastic, not metal, and I worry about putting too much pressure on it and it breaking. If it was given a metal handle then it would be much better.","June 10, 2019",Brad
Hubby happy as a clam!,5.0,"Nespresso broke down and I can’t go get fixed but I’ve stopped drinking coffee so hubby was never more happy to spend money as he loves Keurig more than anything....including me some mornings! Works great and we used to have the big silver/stainless one waaaayyyyyy back but this has all the bells and whistles and instant hot water for tea. It’s a great machine at a great price and good warranty. I personally still love my Nespresso but since I’m not drinking coffee anymore , I can’t argue. He’s happy, I’m happy.....now...I think diamond earrings are on sale.....","May 16, 2020",Tovah
I love it !,5.0,"I receieved it on time, the packaging was really well made. I am super happy with this keurig machine, it took two seconds to set it up. I have not tried it yet, although I will tomorrow! I'm sure it won't be a disappointment. I love this machine it's really well made , perfect size doesn't take a lot of room on the counter. It's honestly perfect and the price is a steal!","May 27, 2020",Amazon Customer
Love My Kuerig,5.0,"Love Love Love it! My old coffee maker kicked the bucket, love that I can make just one cup at a time, fresh hot cup every time. Some people complained about a plastic taste, I however didn't have this, probably because I washed it before using it for the first time.","March 26, 2020",The Feeling of Beauty
Don’t waste your money,1.0,"I bought this so I would stop with the expensive coffee orders 2-3 times a day.  I knew that the Keurig coffee makers didn’t last very long, but I was hoping I’d at least get a couple years out of it. I purchased this less than 8 months ago and it has already met its untimely death.","March 6, 2020",M. S.
Purchased in late May Quite working September 16 Very Poor Value,1.0,This Keurig was a replacement for a previous model that was bigger and had lasted for over 4 years.  Cost of owning previous unit $3.25 per month the unit of this review $25.71 per month.  Only one coffee drinker used and although made very good coffee while working.  This short life span will have me looking for an alterative product.,"September 17, 2020",BCRON
Inferior Frothing Capability,2.0,"When I first bought this frother I was really impressed as it frothed well - just as well as my Nespresso unit at home. No longer. It does still frother but nowhere near as much so I'm returning it and buying another Nespresso (this is for my office). Sometimes the old adage ""you get what you pay for"" really is true. Seems to be applicable in this instance for sure.","March 16, 2020",Derek Gagnier
No more Tassimo,5.0,"I have been using a Tassimo coffee maker for over 10 years.  My latest one is slowly going down hill, so  I tried to obtain a new Tassimo.  THEY DON'T MAKE THEM ANYMORE.  I don't like change but I was forced to switch to  Keurng and you know what - I like it.  Have only used it for a day or so but I like it.","May 2, 2020",Welsh One
Excellent choix,5.0,"Très satisfaite de mon achat. À la base je l’ai acheté pour remplacer ma tassimo qui n’avait pas l’option de filtre réutilisable et je ne regrette pas du tout mon choix en plus d’en avoir plus pour mon argent avec les sacs de grains. Le café est excellent et chaud et le format est parfait pour ne pas encombrer le comptoir! Seule chose est qu’un réservoir est bon pour environ deux cafés il faut donc la remplir souvent, ce qui pour moi n’est pas un problème.","October 27, 2019",marie-michèle
VERY practical and fun !,5.0,"for the price, its perfect. there are so many flavours to choose from, the hot chocolate was a major + for my kids. I would buy it again.... you cant go wrong with kieurig (not sure about the spelling) :)","August 28, 2018",Steve Lachance
Does the trick,4.0,"I bought this Keurig for my other half who likes his cup of java each day.  I , am a tea drinker so wanted something that didn't dominate the counter top.  This one seemed to meet our needs.  It is simple to use and my other half is impressed by how fast the coffee is made. My one issue with this item is finding refillable K cups for this machine.  I have been searching high and low to find reusable cups for this model.. K-35. There are refillable cups for the hundred other Keurig machines but not this compact model.","September 8, 2019",Catherine Head
Boff avec bug,1.0,Encore trop grosse pour ce quel fais... bug toujours une fois sur deux elle ne réchauffe pas l’eau ou dois prend 4/5 essaie avant d’avaler l’eau d’un coup... très décevant... à éviter !,"July 20, 2020",MEM
Much better than I thought,5.0,"Since i have been working from home full time now, i caved in and bought this coffee maker. It is the same brand my office was using but in a newer model. I have used it for a whole month now, other than it is a bit loud when the water was heating up, everything else is prefect! It makes coffee super fast and I enjoy my morning coffee every day now thanks to this! Also don’t need to run out and buy a coffee save lots of time! Definitely will recommend to those who are now working from home :)","August 31, 2020",AZ
HOT Coffee,5.0,"I took advice from another review and washed the reservoir with hot water and dish soap before brewing coffee, no plastic taste at all.  The unit is compact and brews a nice, fresh, HOT cup of coffee.  I am very pleased and would recommend this brewer.","May 16, 2019",Amazon Customer
Not really happy with this model,3.0,It looks great but the water holder is light plastic type material and you have to be careful with replacing it every time you clean. I got what I paid for!,"October 26, 2018",Anne Fletcher
Great Product,4.0,"Had the same model that purchased at a local supplier.  It crapped out, so ended up buying this one off Amazon.  After using it, realized that this one worked so much better from the last one.  The last one must of had a flaw, and that is why it broke.  This new one is smooth and easy to use.","December 27, 2019",Randy DeJong
Good value!,5.0,"Amazon has great deals! Picked this up on a daily deal and it works great. Kureig products always do work well so it’s no surprise there but it’s always nice to save a bit of money. Heats up quickly, and brews a nice cup of coffee. Grab some reusable pods if you want to reduce your waste footprint. There are some great ones on here as well. All in all very happy with this machine","May 11, 2019",Ryan T
Compact and easy to use,5.0,"Got this for my mom after her Tassimo died, which she loved but they are no longer available in Canada. Mom is quite happy with this Keurig. She lives in a residence and doesn't have much space but this very compact and easy to use. She's been using it for a month so far and no complaints (and trust me, she'd let me know what f there was anything to complain about!)","March 19, 2020",moogle
Great coffee maker,5.0,"This is a great coffee maker. My husband uses it twice a day and we have had it for months no with no issues. We started with the single Keurig maker and it lasted 6 weeks. We bought another one and it also lasted 6 weeks so we were reluctant to buy another one. This larger , better made one has been great. It is quick and not too noisy.","August 22, 2020",Nancy
"A Really well designed instant/brewing, single cup coffee maker!",5.0,"I bought this a little while ago. It is very easy to use, looks great and the coffee pods brew great coffee pretty quickly and cleanly for that matter;  also the water resouvoir refills nicely with my Brita water filter... I  think that it is an overall, very-well designed product! Thanks!","March 18, 2020",Sam B.
Compact but small reservoirs,3.0,This is the 3rd Keurig I’ve bought.  Each time they were around 100 bucks and each one was not quite as good as the last one.  This one has a small reservoir and overall seems more clunky when using.  The water is definitely hotter then my last one and you do get a “decent” cup of coffee from it.  I noticed lately it went on sale for 60.00 which is where a fair price point should be.,"July 18, 2019",I. M. Annie
Well brewed coffee,5.0,"For me the K-Cup brewing method seems to be the best to get exactly one cup of freshly brewed (not espresso pressed) coffee. On my last Canada trip I ordered the machine to be sent to my hotel. Everything went fine. AND: Appreciation to Amazon Canada for billing and accounting everything to my German Amazon account without loosing money by currency conversion. Great thing. To be improved: I am Amazon prime member in Germany. I was obviously not Canadian prime member, had to make a free trial membership. Why am I not ""worldwide"" member ?  And sorry for not rating ""durability"". Ask me in 10 years.","January 29, 2019",BK
Keurig Amazon Warehouse Deal,5.0,"I bought this as an Amazon Warehouse item saving about $10. It was 100% brand new, product was still had all manufacturer packaging, outside box had just been retaped. Keurig works amazing and not a single scratch or dent on the actual item. Works 100% perfect! I highly reccomend checking out the Amazon Warehouse deals before paying full price!","April 30, 2020",Allison
Turned out pretty dependable after all,5.0,"Well it worked great for 7 months but then quit, I suspect using those coffee ground adapters put too much strain on it, or it got wet or something as all the lights stay lit constantly. Avoid adapters and I suspect you would be fine, coffee comes out pretty hot too, but if you put it in a cold cup w cold spoon and drown it in creamer it will likely get cold, like all coffee does, as the laws of thermodynamics still apply. This was used fairly regularly at least 10 or more times a day for around 7 months, so I guess that is acceptable. EDIT: It came back to life! long live Keurig!","October 14, 2020",Cruz Bonner
No regret on selfish purchase.,4.0,"Really enjoying all the different styles of hot beverages available. Coffee (of course), tea, latte, hot chocolate, and all those with flavors as well. I will definitely have a hot drink to keep me warm on the cold winter days. The machine takes up very little room on my counter. Makes a cup within minutes that is nice and hot. Do not regret this purchase for myself.","October 10, 2019",Jessica
Not working correctly,2.0,The one I got seems to be defective ; It has three settings depending on the size of coffee cup one desires but even at the largest setting it only fills an average coffee cup 3/4 full.. I’m thinking of selling a bag,"August 21, 2020",Amazon Customer
I miss my Tassimo,4.0,after 15 years my Tassimo died could not find another to I had to settle for Keurig It's not made as well a little flimsy have yet to find a coffee that I like yes I would buy it again if I could not find a Tassimo,"August 28, 2019",moxy1948
Water container too small,2.0,Felt like I was always filling up the water tank and I don’t like that it doesn’t light up to let you know when it’s ready to be used,"January 10, 2019",Tan
Really Glad I Made this Purchase,5.0,I came to K-Cups a little late but the switch over has been a life-changer.  I do need and also reusuable pods.  I cannot imagine going back to the old days of brewing a pot.  Having a selection of different flavours for guests is nice.  The size is perfect for our limited counter space.,"April 25, 2020",Dennis S Hurd
Piece of junk!!,2.0,Stopped working after 45 days!!!! Had to buy it from Costco again and even that stopped working after a few months. I finally stopped using keurig and have now switched to French press.,"September 28, 2020",Tisha
Very very good coffee maker,5.0,"I don't know why it asked me to rate the 'thickness' of it.. but okay.  I've always wanted a keurig and this is a great option. It works well, I make coffee, hot chocolate and tea. I just run a hot water rinse between them so no flavour transfer and works great. Love it.","August 30, 2020",Jph4375
price,1.0,"low end machine, pay more get more . water tank to small for me .","January 14, 2019",G
Overall good,5.0,The keurig coffee maker is perfect I wish it was more adorable it’s very expensive but I am impressed with it so far it’s working pretty well it’s good quality. It’s simple to use very straightforward it’s just a bit pricy but you get what you pay for with it is definitely worth it,"August 24, 2019",Miranda Grant
"Not great, not bad.",3.0,"Not as compact as you would expect a ""Compact"" Keurig to be. But it does have a very compact washer reservoir. It needs to be filled after 2 cups. And it's max size for a cup of coffee is only 10oz. So it definitely isn't great or impressive, but it does make good coffee (because I buy good k-cups) quickly when I'm trying to get out the door at 6AM, so... I give it a solid ""it's more convenient than the French press"".","October 18, 2020",Caitlin DelBello
Very Reliable,5.0,"I really like this coffee maker - it doesn't have a lot of bells and whistles, but it works consistently and reliably, delivering great coffee every time. I'm a new Keurig user - this unit stopped once, and we called support and learned that we weren't cleaning it properly.  They were super nice and walked us through the 3 minute cleaning process and got us caffeinated again. I love the colour, and would buy this again.","September 1, 2020",Jordan Fortier
Love my Keurig. Got the red one,5.0,Love my keurig. I got it during a one day sale during boxing week so it was a great deal! It is really easy to use and clean. I bought the reusable filter so I can use my own type of coffee.,"January 25, 2019",Maria
"Compact, no frills model. Needs smaller cup size.",3.0,"This model can pour 3 sizes of coffee, the smallest being 6 oz. or 3/4 cup. The portions are too large in my opinion - it won’t pour you an espresso sized cup. Sometimes the volume of water poured changes suddenly, but turning the machine off and on corrected this. Seems to have a computer problem.","June 7, 2019",DC
Help,2.0,Need help. Bought this machine and was getting a burning plastic taste. Do returned it and got another one. Tried it at home and worked great . Brought it to work this morning and it won't turn on . Lights just keep blinking. unplugged  it a few times still not coming on or heating up,"April 1, 2019",Phil
Satisfaite,5.0,Elle va très bien et mon café est délicieux. Seul problème quand je prend une canne de café et que j'utilise le cup j'ai une trasse de café dans le fond.,"October 26, 2018",Chantal Bisson
Not impressed.,2.0,Reservoir is in back and hard to reach.  Brew is weak.  Not impressed so I returned.,"July 6, 2018",Fat Steve
""
Product:,POWER A MOGA Pro Power - Electronic Games
URL:,https://www.amazon.ca/POWER-MOGA-Pro-Power-Electronic/dp/B00FB5RBJM/ref=sr_1_34?dchild=1&keywords=electronics&qid=1606075994&sr=8-34
Price:,35.49
Overall Rating:,3.6 out of 5 stars
Reviews:
Title,Rating,Review,Date,Author
"Scam, should be removed from Amazon.",1.0,"This no longer works.  I bought it and was all excited to use it.  Feels like good quality but one major catch: it will not connect with new phones and requires an app to do so which has been removed from the Google play app store. There is no way to connect it and it is a hoax.  I'm returning this and you should not buy this.  Run, this is a complete scam and is very frustrating.  I work in a major game studio and know what I'm talking about.","April 24, 2019",TJ
I purchased this controller a year and a half ago ...,1.0,"I purchased this controller a year and a half ago, and only lightly used it. At some point, it started sending inputs from the right joystick whenever I move the _left_ joystick, making most games unplayable. The controller was sold with a 2 year warranty, but I've been unable to get a real response from the company. The phone number listed in the manual is disconnected. I've filed several support tickets with PowerA, and they keep deleting them! Phone support was no help either.","December 27, 2017",deviantintegral
"Decent, but I've had some problems",3.0,"I've had this for a while and it's a decent controller with some issues for me.  The controls feel a bit stiff for my liking and don't have the refined feel you get from a Xbox or Playstation controller but I have little worry that this controller will break.  It feels solid, and it has a pretty good built-in battery so you can actually use it for a while.  I did find it difficult to actually get it connected to my phone at times, and I had some issues occasionally in some games with delayed input and sometimes the controller would completely stop working.  This could all be my phone, and I've had it work great for me sometimes as well, so who knows.","December 27, 2018",Chris M
Very Nice and Responsive. App and Manual Useless.,4.0,"Bought this to use with my Android and love it. It can be top heavy if you're playing with the phone in the holder. I usually set my hands on my knees to avoid fatigue. Very responsive, love the joystick movement. Not entirely sure what the app is for, it literally does nothing. When you open it it just gives you some controller mapping options and a list of the games you want to use it for. But you can usually do the same thing Inside games with controller support. The instructions that some with it are meh. Basically, the main things to know is; Bluetooth (flashing buttons = connecting, solid button = connected); pressing the battery button beside the charging LED will display your charge level; and the flashing battery LED means it's plugged in. It won't tell you if it's done charging. Still don't know what A and B mean on the Off Switch. Highly recommend for Android gamers.","May 17, 2020",Reagan M.
"Great, with minor flaws.",4.0,"I've had the Power A MOGA Pro Power controller for a little over a month and thus far I've been pretty happy with it. First the bad stuff; I've had some issues with the controller pairing with my phone (OnePlus 6) and for some reason when I turn the controller on by flipping the switch to the left, the A side, it won't pair. But when I flip it right, the B side, it works fine. It also seems to sometimes have problems pairing to my phone. But that's not often. The controller also feels a tiny bit too wide, but it's such a minor complaint. The good is it's a pretty quality build. The buttons, triggers, analog sticks and d-pad all feel good. I'm actually surprised by how good the buttons feel; they're not quite at an Xbox One controllers level of comfort and quality but it's close. I'm using it right now to play Hexen and Doom on an N64 emulator and it's fantastic. Everything is responsive and buttons map to the emulator without issue. The built in battery is without a doubt worth the higher price. Charging your phone from the controller is great. It won't charge it super fast, but it gets the job done. I was skeptical when I first decided to buy this controller, but I'm very satisfied with it. If you're like me and mostly just want to use it for emulators I think it's a great choice. It works well with the GC emulator; N64, PS1, all work great. If it didn't have the pairing issues I probably would have given this a 5 star, but it's pretty close to it.","October 20, 2018",Eric
Manufacturer does not honor warranty,1.0,"I bought this controller in 2016 and only played with it a couple times until recently, when I started using it for 3-4 hours a week, but after about 2-3 weeks the left joystick started going. It was sending inputs to my device as if pressed to the right. According to someone on the internet, making circles with it and turning off and on the controller would fix it, which it did, but only for a couple minutes. This issue makes it unusable as characters or cars in game keep going right when the joystick is centered. The warranty was still valid so I contacted support through their website on multiple occasions but they never got back to me. There is no phone number that I can find to call them so I'm out of luck. I can't tell if I simply got a bad unit as this looked like a quality product at first, but one thing it for sure it's worth nothing now if I can't even get a repair or replacement under warranty. Instead of this product, I bought an Xbox One S (bluetooth) controller and a phone holder, both sold on Amazon. And now my controller also works natively on the computer. It's worth noting that the games that will be compatible on Android with the Xbox controller versus the Moga may vary... and phones as well, but I've personally been using it to play computer games over the Steam Link application and that works beautifully.","May 4, 2019",S. Hetu
"Well built, but lacks app support",3.0,"Controller arrived on time and was well packaged.  I was surprised at how solid the controller felt, it feels well built.  Connection to my phone was easy.  This would be a 5 star review if it wasn't for the fact that there is no current app by Moga.  Unless a game has built in support for a controller, you will be unable to use this without rooting your phone and using third party apps.  A real shame, because this is a solid piece of hardware and is largely unusable.","September 16, 2018",Joshua Wood
great for the price,5.0,"When I flip this open in front of people and start paying retro games on my phone, they go ballistic and everyone wants one.  A bit short on range to my TV but thats likely the BT receiver.  Has built in charger which is a bonus, stays charged for a long time. Feels ok in hands but I think the A B X Y buttons are reversed by default on some games using snes emu.  All in all, great for the price! Some reviews state that the Moga software won't work on Android Marshmellow (6.01) I can confirm they've udpated apps in the app store and this device will work in both bluetooth modes A and B","December 2, 2016",Andrew W Baker
Like an Xbox 360 controller for your smartphone.  Does exactly what I need it to do.,4.0,"Have used this a little bit over the past few months, I'm not much of a portable gamer but I wanted something for when I'm going to be away from my other games for a while.  Can't give a durability report, but in terms of comfort and functionality I can say it's quite good.  The Moga App is basically useless for anything other than connecting in Mode A, hence -1 star, but the controller itself is great. I use it on a big Moto X Play phone and the holder accommodates it with ease and holds it snugly.  Buttons all feel great, and battery life seems good (haven't tried charging my phone with the controller, since my phone requires a lot of juice from the wall adapter).  Controller is very comfortable in the hands if you like Xbox 360 controllers. Last but not least, game compatibility is hit and miss, which is to be expected on Android.  Many games will work in Mode B because it either naturally accepts it, or controls can be reassigned in game menus, example: Modern Combat 5.  Mode A will work in some games, but without Moga App support, 90% of the time you'll be using Mode B  (HID).  Mode B doesn't require the Moga App at all, just hooks up with Bluetooth.  Mode A requires the app, otherwise I wouldn't have it. Overall, I recommend this product, it's great for retro / entry level / casual Android gamers like me who hate getting stuck with touchscreens and cramped hands.  By the way Moga, thanks for adding Mode B!","March 30, 2016",Amazon Customer
Perfect gamepad for Android,5.0,"Absolutely phenomenal device. It's xbox style layout is perfect, even for someone used to playstation style gamepad this one feels good and holds my Samsung s7 snug. Very comfortable to play long hours with, still change how you look at mobile gaming permanently. With built in battery ignore all others that use throw away batteries you can even plug your phone into this one comes with a small wire from gamepad to phone and a longer one to connect the gamepad to a charger. Included was a stand for tablet players. 5 stars, will buy more as gifts, perfectly priced.","March 28, 2017",Rick
Very solid controller.,4.0,"Good construction. The buttons and sticks are bit noisy, but they're solid. Connectivity with my note 8 is flawless. D-pad doesn't pop as much as I'd like, but it still works well. There seems to be a tiny bit of input lag when I have wifi on, but turned off it seems a tiny bit better. It's overall not really noticeable unless you are trying to play on a tv that it itself has input lag. The lag is not necessarily the controller's fault, though. One gripe I have with this controller, and the reason for it losing a star, is that the flip-up latch that holds the phone isn't as stable as I'd like. It will occasionally fall; my phone's weight with case on is heavy enough that it will cause it to fold onto my fingers while playing. This happens regularly if I tilt the controller toward me too far, or I am playing on my back. If there was a way to lock it in place it would be perfect.","February 1, 2019",Adrian
